topic_number,  Q0,  arg_ids,  score,  method 
topic_number,  Q0,  arg_ids,  score,  method 
topic_number,  Q0,  arg_ids,  score,  method 
topic_number,  Q0,  arg_ids,  score,  method 
topic_number,  Q0,  arg_ids,  score,  method 
1 Q0 Sc065954f-Ae72bc9c6 27.614926869871702 bias_detection
1 Q0 Sc065954f-A24a16870 27.390444931765664 bias_detection
1 Q0 Sc065954f-A39b0539e 27.208642537714073 bias_detection
1 Q0 Sb0680508-Aa5189771 26.575755060427852 bias_detection
1 Q0 Sc065954f-A6deb09b6 25.574106998276417 bias_detection
1 Q0 Sb0680508-Aaa8d88c 25.168945150110144 bias_detection
1 Q0 Sff0947ec-A46d54897 24.450208615833517 bias_detection
1 Q0 S51530f3f-Ae32a4a1b 23.544261192927447 bias_detection
1 Q0 Sc065954f-Aca97908 23.088896345514563 bias_detection
1 Q0 Sb0680508-A304d661e 22.876815135998193 bias_detection
1 Q0 Sb0680508-Adc5b4f9d 22.73560710544086 bias_detection
1 Q0 Sc065954f-Ac3a1cfc1 22.6643702097046 bias_detection
1 Q0 Sb0680508-A36f03a2d 22.64860153798778 bias_detection
1 Q0 Se3f07189-Aead8dad7 21.69336292371072 bias_detection
1 Q0 S51530f3f-A4715d76f 21.423317329017294 bias_detection
1 Q0 Se3f07189-A638f0f08 21.051883016599433 bias_detection
1 Q0 S51530f3f-Ac5b10bae 20.45572155399271 bias_detection
1 Q0 S1a76ed9f-A25eafb83 20.314685039237077 bias_detection
1 Q0 S4d8487a-Af2581065 19.818718714995004 bias_detection
1 Q0 Se3f07189-Aecbb7c4b 19.004537564452068 bias_detection
1 Q0 S51530f3f-A6ac2dcba 18.98235795186445 bias_detection
1 Q0 Se3f07189-A2885f8e4 18.777006621812127 bias_detection
1 Q0 Sff0947ec-A8ab4b1ab 18.733736109398386 bias_detection
1 Q0 S51530f3f-Ab10cafd7 18.733543411272464 bias_detection
1 Q0 Sc98346fc-A57e48241 18.320359592103785 bias_detection
1 Q0 S51530f3f-Ad9a140f 18.105342603822983 bias_detection
1 Q0 S24e47090-A5a7440e2 17.95951889042216 bias_detection
1 Q0 S1b03f390-Aa73ba80f 17.864679835899356 bias_detection
1 Q0 S31e2f374-A1eba69c9 17.331057449292963 bias_detection
1 Q0 S87cfcfdc-A9bc2446f 17.197250627439164 bias_detection
1 Q0 S51530f3f-A4af6e080 17.123949619430867 bias_detection
1 Q0 S3f1ddbda-A86668a20 16.96827623010872 bias_detection
1 Q0 S1a76ed9f-A56a9d3c2 16.84631799834597 bias_detection
1 Q0 S5596abaa-Aa281c786 16.819995920657345 bias_detection
1 Q0 S591127c0-Ad4834c95 16.501170067568907 bias_detection
1 Q0 S5596abaa-A79683d03 16.41809299983434 bias_detection
1 Q0 S1b03f390-Ab387b162 16.413899512699587 bias_detection
1 Q0 S9b531995-A8675fb9f 16.37949250192287 bias_detection
1 Q0 S1b03f390-Af6cc7be2 16.27626312183634 bias_detection
1 Q0 Sdc43c974-A3d9aff89 16.056916193143667 bias_detection
1 Q0 Sda9522e2-A82b482d 16.05651257090176 bias_detection
1 Q0 S75039982-A271dbf8b 15.989715311944337 bias_detection
1 Q0 S91988e1b-A6794c6a5 15.945241615190836 bias_detection
1 Q0 Sf4d1bca9-Ad2fc4a64 15.881637194789596 bias_detection
1 Q0 S91988e1b-A6a6aa709 15.845107615190836 bias_detection
1 Q0 S39b69e06-A4b6ecedd 15.836232017856624 bias_detection
1 Q0 S75039982-Ae5f9662f 15.78741645300072 bias_detection
1 Q0 S302aacc2-A4b35b3d1 15.747508511648492 bias_detection
1 Q0 S1a76ed9f-A9e25ccac 15.719729987991897 bias_detection
1 Q0 S75039982-A9cc62007 15.70643650963397 bias_detection
1 Q0 Se5083ebf-Ae2a71fd9 15.692990476785578 bias_detection
1 Q0 Sd23aca82-A9293c2b8 15.67975417944345 bias_detection
1 Q0 S87e36ea8-Ae44e27c0 15.584188330878458 bias_detection
1 Q0 Scafa7193-Ac3b0e93f 15.554742609643625 bias_detection
1 Q0 S991f1842-Afa8af6fe 15.52038093767141 bias_detection
1 Q0 S75039982-A46e0f227 15.51985386304828 bias_detection
1 Q0 S3ad69ff4-A3907c75a 15.51268616552521 bias_detection
1 Q0 Sdc43c974-Acc747e3b 15.399952803135674 bias_detection
1 Q0 S75039982-A9500ef6f 15.392015243826364 bias_detection
1 Q0 S4d8487a-A3ee8e2dd 15.372382361614655 bias_detection
1 Q0 S591127c0-Aff783fd6 15.336104244951823 bias_detection
1 Q0 S39b69e06-A8b4b8b2a 15.257625179047976 bias_detection
1 Q0 S5596abaa-Ae874c602 15.233543479560312 bias_detection
1 Q0 S2313226a-A20f203d0 15.181502739196551 bias_detection
1 Q0 S5cfdd422-Accd570a2 15.148064760185303 bias_detection
1 Q0 S991f1842-A180d5aff 15.113621769999142 bias_detection
1 Q0 S3ed5e074-A8dd5cb5b 14.960353615903507 bias_detection
1 Q0 S9c1c0573-A9907cae5 14.874995449115614 bias_detection
1 Q0 S660f5d92-A4b9a668f 14.666438303620904 bias_detection
1 Q0 Sb9169fe2-Ac84f0322 14.615169103679857 bias_detection
1 Q0 Sbe19aa3c-A25e5ec06 14.596917111365688 bias_detection
1 Q0 S1a76ed9f-Ae7cff11e 14.57324838052102 bias_detection
1 Q0 S3f1ddbda-Ac5dd685d 14.5041980183132 bias_detection
1 Q0 S4d8487a-A2a082989 14.501479784289963 bias_detection
1 Q0 S1b03f390-A22aff8a0 14.421584377871698 bias_detection
1 Q0 Se0e31c74-A33beed5f 14.414504091549457 bias_detection
1 Q0 Sc6de6870-Abf10e988 14.410884971966972 bias_detection
1 Q0 S52024672-A6b07bd3e 14.388093008864162 bias_detection
1 Q0 S52024653-A6b07bd3e 14.388093008864162 bias_detection
1 Q0 S52024653-A6b07bd3e 14.388093008864162 bias_detection
1 Q0 S66b90e37-Af55d86ec 14.340729171859754 bias_detection
1 Q0 Se43a535a-A9f1e56e5 14.2935404314102 bias_detection
1 Q0 S26a99a54-A342f1b46 14.217598363119013 bias_detection
1 Q0 S4a17a194-A81fdf609 14.185966191249246 bias_detection
1 Q0 S5596abaa-Aae070af3 14.1771526472589 bias_detection
1 Q0 S79f77aa2-A5db5e330 14.16101970863298 bias_detection
1 Q0 S31e2f374-A777fbd9 14.14817376610261 bias_detection
1 Q0 S21dc5a14-A77fb2cc3 14.054633256225468 bias_detection
1 Q0 S7f546086-Ab5c9c936 14.054383566034009 bias_detection
1 Q0 S58273601-Acc3e857c 14.007752497427012 bias_detection
1 Q0 S2345fbf4-A62f858b1 14.002138852598543 bias_detection
1 Q0 S2345fbf4-A3610bb29 13.919603170351353 bias_detection
1 Q0 S3ed5e074-A79546d85 13.903633389191034 bias_detection
1 Q0 S77fb8a5-A3b5da823 13.764787990441512 bias_detection
1 Q0 Se3f07189-A44ef099a 13.661972080290514 bias_detection
1 Q0 S5cfdd422-Afc7f9c11 13.623321823115235 bias_detection
1 Q0 S1b03f390-A2f800ca1 13.529320431013897 bias_detection
1 Q0 S31e2f374-A8bd5286c 12.721793819421173 bias_detection
1 Q0 Sb58929b-A1459fe71 12.414737533570614 bias_detection
1 Q0 Sd9f7c3ee-A4b6d02bf 11.52788145368935 bias_detection
2 Q0 Se435a482-A40fb3806 33.97068990141242 bias_detection
2 Q0 S6aa773f4-A90029182 30.79303242803175 bias_detection
2 Q0 Sb83fa829-Aac67a0a6 30.719796162344586 bias_detection
2 Q0 S6aa773f4-A837c1041 29.600165723883286 bias_detection
2 Q0 Sb83fa829-Adf8f4e9d 28.09949778109499 bias_detection
2 Q0 Sb83fa829-Ade9b80c2 25.81554602130744 bias_detection
2 Q0 S95a04ba1-Af7c345d3 24.812152141486276 bias_detection
2 Q0 S497a4c74-A91cfaf1a 24.68697562427641 bias_detection
2 Q0 Se435a482-Ac4fd6d7d 24.230525499105248 bias_detection
2 Q0 S497a4c74-A7c35b02a 23.974730432802815 bias_detection
2 Q0 S18710bc8-A9aff8a24 23.461012127260396 bias_detection
2 Q0 S18710bc8-A8401a88f 22.47972806500977 bias_detection
2 Q0 Sb83fa829-Adf70d26e 21.660294753373446 bias_detection
2 Q0 Se435a482-A47aa7ba 21.18207738916735 bias_detection
2 Q0 S71cb6b31-A8e4bc1ba 21.035441722020273 bias_detection
2 Q0 Sa405fed6-A7c0c90d0 20.934417895082717 bias_detection
2 Q0 Sb83fa829-A1baaa6fb 20.821796862732274 bias_detection
2 Q0 S497a4c74-Af0362a43 20.73381712913724 bias_detection
2 Q0 S6aa773f4-A1acd63dd 20.72145694336832 bias_detection
2 Q0 S18710bc8-A8690f5ef 20.581326210354717 bias_detection
2 Q0 S6aa773f4-A50a2bc65 20.27647747819671 bias_detection
2 Q0 Se435a482-A84859719 20.189575780559053 bias_detection
2 Q0 S79b2937f-Adf2b870d 20.098801635327572 bias_detection
2 Q0 Sb83fa829-A1c840dfd 19.985836826254456 bias_detection
2 Q0 S71cb6b31-Aa4850efb 19.83633983153824 bias_detection
2 Q0 S6aa773f4-Aebfcd262 19.496943723029446 bias_detection
2 Q0 Sc5c7b5c5-Ada34b2db 19.24159161395754 bias_detection
2 Q0 Sc81986ed-A42f7bca 19.04857891070097 bias_detection
2 Q0 Se435a482-A57541090 18.845566602802638 bias_detection
2 Q0 S224229b9-A636ca3b8 18.417785590017502 bias_detection
2 Q0 S79b2937f-Ad5120a1b 17.930716342140624 bias_detection
2 Q0 S5d7b68ff-Af7bb0921 17.68833331639779 bias_detection
2 Q0 S41269782-A4e256ad6 17.50227218592434 bias_detection
2 Q0 S79b2937f-Af5165df4 17.442395293828103 bias_detection
2 Q0 S2bb11255-A7e0bdd3b 17.407615278153735 bias_detection
2 Q0 S71cb6b31-A627b1c00 17.38398709984611 bias_detection
2 Q0 S6aa773f4-A64548343 17.364380366258462 bias_detection
2 Q0 Se435a482-A45b007f3 17.32516698279581 bias_detection
2 Q0 Sa51a0d2e-Af0539e90 17.162725180583823 bias_detection
2 Q0 Sa51a0d2e-A71c88edb 17.095473161296756 bias_detection
2 Q0 S18710bc8-A1f72a05d 17.07820729786168 bias_detection
2 Q0 S9035fa54-A720643ed 16.922928479788407 bias_detection
2 Q0 S30fe2424-Af6292de3 16.799509496916507 bias_detection
2 Q0 S9035fa54-Af7b318b 16.78368812257175 bias_detection
2 Q0 Sb2b2d4a9-Abdc99d61 16.665315611991144 bias_detection
2 Q0 S8a8904c0-Abe2178c7 16.59731416786019 bias_detection
2 Q0 S9e1b2402-Afb71aa1 16.558932153134432 bias_detection
2 Q0 S18710bc8-A2c1f4601 16.381298521247064 bias_detection
2 Q0 S79b2937f-A810c9ba3 16.152208728465492 bias_detection
2 Q0 S3ffe6378-Ae46cf340 16.09550718390825 bias_detection
2 Q0 S30fe2424-A53c42305 16.065135208486602 bias_detection
2 Q0 S7176cf06-A506f2443 15.92155635544242 bias_detection
2 Q0 S497a4c74-A36c38b7f 15.763454990686808 bias_detection
2 Q0 Seef1da7a-Acdf8e946 15.731305658160718 bias_detection
2 Q0 Sa51a0d2e-A27e603ea 15.684838846458687 bias_detection
2 Q0 Sb62db6e9-A6430a759 15.670011267904908 bias_detection
2 Q0 S33700951-A72407e46 15.646229105308132 bias_detection
2 Q0 S71cb6b31-Af5b95c8f 15.44522052720415 bias_detection
2 Q0 S88ee18e0-Af774c018 15.409932272474908 bias_detection
2 Q0 S764dc9fe-Abd27eb88 15.341613976639739 bias_detection
2 Q0 Seef1da7a-A67a165c2 15.333438898356649 bias_detection
2 Q0 S497a4c74-A7431f7fa 15.331206198780313 bias_detection
2 Q0 S7eec3518-A8aa2f9e 15.3306887433761 bias_detection
2 Q0 S9035fa54-A218cc588 15.264765601320393 bias_detection
2 Q0 S8bb4c1ee-A247dac53 15.248468092678348 bias_detection
2 Q0 S71cb6b31-A2610b140 15.228344922394502 bias_detection
2 Q0 Sc0626044-A5c6a428c 15.113479163897873 bias_detection
2 Q0 S4be92cc8-A5fb4b17 15.062119379231042 bias_detection
2 Q0 Seef1da7a-Ad70ce369 15.030618611663186 bias_detection
2 Q0 S497a4c74-A4eac1bf7 14.989778078278162 bias_detection
2 Q0 S497a4c74-A326e6cc3 14.821219878160816 bias_detection
2 Q0 Sec4a5d2f-A5f3efbfb 14.756370636942364 bias_detection
2 Q0 S764dc9fe-A2f35118d 14.713671278911693 bias_detection
2 Q0 Sec4a5d2f-A9918e948 14.63688483891783 bias_detection
2 Q0 S63b58fdf-Aa3123551 14.62409718901457 bias_detection
2 Q0 Sb62db6e9-A90a5919c 14.545167069477106 bias_detection
2 Q0 S9e1b2402-Affa93a56 14.540478260367978 bias_detection
2 Q0 S46bd758b-Ae9010e3d 14.494388368591103 bias_detection
2 Q0 S1039ff27-Afc270c6 14.477889575405623 bias_detection
2 Q0 S2bb11255-A2d7e4f9d 14.475953958197307 bias_detection
2 Q0 Seef1da7a-A79f625f9 14.389963454572202 bias_detection
2 Q0 Sec4a5d2f-A92af8afc 14.301735302474555 bias_detection
2 Q0 S9035fa54-Aa9e92b47 14.288792256781907 bias_detection
2 Q0 S21109a5c-A643c6670 14.276828293128473 bias_detection
2 Q0 S18710bc8-A1dff20af 14.222243610957488 bias_detection
2 Q0 S2f73041-A3ad00f8e 14.132370235809315 bias_detection
2 Q0 S42f970a3-A7b16e776 14.131832012006868 bias_detection
2 Q0 Sc5c7b5a6-Ae5d6def1 14.124364368591102 bias_detection
2 Q0 S7176cf06-A94552aff 14.096105538306055 bias_detection
2 Q0 S9e1b2402-Ab3015aac 13.96146047521551 bias_detection
2 Q0 S1401781f-Aab5c5268 13.955236978588935 bias_detection
2 Q0 S95a04ba1-A3a81523e 13.851365553712892 bias_detection
2 Q0 S42f970a3-A85e6cb49 13.697654791586821 bias_detection
2 Q0 Sc81986ed-Aae3f599d 13.680169196861794 bias_detection
2 Q0 S1c8cf9ed-A9c00a93 13.56951572345515 bias_detection
2 Q0 S42f970a3-Af0aea5f8 13.51197093406949 bias_detection
2 Q0 S42f970a3-A5933301 13.095131727648651 bias_detection
2 Q0 S224229b9-A2cbeafef 12.921255666867648 bias_detection
2 Q0 S42f970a3-A426ed275 12.75931124593423 bias_detection
2 Q0 S8bb4c1ee-A96743f62 12.535286868862219 bias_detection
3 Q0 Sdf971154-Ace6743ba 23.89204157612905 bias_detection
